time,pos1,pos2,vel1,vel2,tau1,tau2
3.600000000000002087e-01,-3.648728159159173590e-01,2.896926656766058983e-01,5.864671162801872839e+00,-1.610408667614032652e+01,2.817385030231391418e+00,0.000000000000000000e+00
3.650000000000002132e-01,-3.345375855648763386e-01,2.066900029164301933e-01,6.265541704080521690e+00,-1.708571774479599981e+01,2.806528448671011589e+00,0.000000000000000000e+00
3.700000000000002176e-01,-3.022725697970666814e-01,1.189971220211369918e-01,6.633669886449899522e+00,-1.797115862648998785e+01,2.797845567632319952e+00,0.000000000000000000e+00
3.750000000000002220e-01,-2.682857662557652234e-01,2.723247399673980884e-02,6.951313204549690816e+00,-1.870526751461630610e+01,2.791213798423300307e+00,0.000000000000000000e+00
3.800000000000002265e-01,-2.328709594343726097e-01,-6.771787034225849877e-02,7.202602679908328476e+00,-1.923828096764583151e+01,2.786610892721989252e+00,0.000000000000000000e+00
3.850000000000002309e-01,-1.963875483236922070e-01,-1.647600512966542197e-01,7.377818710203551511e+00,-1.953885552865797237e+01,2.783644740841930698e+00,0.000000000000000000e+00
3.900000000000002354e-01,-1.592216530091445925e-01,-2.627094998043209007e-01,7.476246449948430239e+00,-1.960283366390039816e+01,2.782544529630578189e+00,0.000000000000000000e+00
3.950000000000002398e-01,-1.217399260397110800e-01,-3.604304642020862426e-01,7.506099982953168492e+00,-1.945303206155955422e+01,2.783355282321747115e+00,0.000000000000000000e+00
4.000000000000002442e-01,-8.425139826731405102e-02,-4.569512624161016223e-01,7.481586071516639791e+00,-1.913035881985031139e+01,2.786583385867102969e+00,0.000000000000000000e+00
4.050000000000002487e-01,-4.698726651017579026e-02,-5.515251152729275796e-01,7.419004696662622855e+00,-1.868196858338570721e+01,2.792348234542079588e+00,0.000000000000000000e+00
4.100000000000002531e-01,-1.009895926539275401e-02,-6.436356097760896899e-01,7.333557836185842227e+00,-1.815163013510163736e+01,2.800686875778042317e+00,0.000000000000000000e+00
4.150000000000002576e-01,2.633157815684009084e-02,-7.329653398276598786e-01,7.237679627619972855e+00,-1.757470850718642907e+01,2.811556162288093574e+00,0.000000000000000000e+00
4.200000000000002620e-01,6.227664697112709341e-02,-8.193497686002918501e-01,7.140645712110629262e+00,-1.697702655948492989e+01,2.824548190965194827e+00,0.000000000000000000e+00
4.250000000000002665e-01,9.774761409308323212e-02,-9.027315109943916394e-01,7.048895419365427628e+00,-1.637589510359447686e+01,2.839500903500020712e+00,0.000000000000000000e+00
4.300000000000002709e-01,1.327822468922433552e-01,-9.831223839196557845e-01,6.966654574614957518e+00,-1.578200423531169783e+01,2.856057308223961755e+00,0.000000000000000000e+00
4.350000000000002753e-01,1.674351633440947784e-01,-1.060574958617415797e+00,6.896530413036876084e+00,-1.520124779937079929e+01,2.874053081869726967e+00,0.000000000000000000e+00
4.400000000000002798e-01,2.017710627541501323e-01,-1.135162572993801078e+00,6.840019813057644171e+00,-1.463625611629745826e+01,2.893214813344526348e+00,0.000000000000000000e+00
4.450000000000002842e-01,2.358601334279300243e-01,-1.206965953756688137e+00,6.797872767251768700e+00,-1.408751091390710997e+01,2.913208780978905121e+00,0.000000000000000000e+00
4.500000000000002887e-01,2.697749966189331161e-01,-1.276064566967346936e+00,6.770347295335239934e+00,-1.355413395510154828e+01,2.933857197718077625e+00,0.000000000000000000e+00
4.550000000000002931e-01,3.035887251142255772e-01,-1.342531281989483904e+00,6.757388604287237754e+00,-1.303443659263825438e+01,2.954949485558574285e+00,0.000000000000000000e+00
4.600000000000002975e-01,3.373735690324436987e-01,-1.406429263511473238e+00,6.758736495380052389e+00,-1.252627284894840010e+01,2.976267042641256300e+00,0.000000000000000000e+00
4.650000000000003020e-01,3.712001074842493642e-01,-1.467810308166541899e+00,6.773990982094217017e+00,-1.202727226711771458e+01,2.997781582821404722e+00,0.000000000000000000e+00
4.700000000000003064e-01,4.051366733664278907e-01,-1.526714153866407520e+00,6.802657837967598375e+00,-1.153500159030866001e+01,3.019152602171673028e+00,0.000000000000000000e+00
4.750000000000003109e-01,4.392488952008045122e-01,-1.583168387072283245e+00,6.844151254678970453e+00,-1.104704688856983275e+01,3.040272859454133059e+00,0.000000000000000000e+00
4.800000000000003153e-01,4.735992819433912371e-01,-1.637188748731417620e+00,6.897809244718400734e+00,-1.056109263700638934e+01,3.060994020208996247e+00,0.000000000000000000e+00
4.850000000000003197e-01,5.082468310555295909e-01,-1.688779739312988193e+00,6.962888233503157664e+00,-1.007496434573121569e+01,3.081244891311586631e+00,0.000000000000000000e+00
4.900000000000003242e-01,5.432466107803901600e-01,-1.737935416121772381e+00,7.038558625892793685e+00,-9.586663704827653731e+00,3.100743206791436890e+00,0.000000000000000000e+00
4.950000000000003286e-01,5.786492805562666319e-01,-1.784640317482414584e+00,7.123884825870158366e+00,-9.094385136300736860e+00,3.119501624157260178e+00,0.000000000000000000e+00
5.000000000000003331e-01,6.145005694489970027e-01,-1.828870505065710361e+00,7.217828749485296846e+00,-8.596546202092941513e+00,3.137232079455473333e+00,0.000000000000000000e+00
5.050000000000003375e-01,6.508407051439105695e-01,-1.870594692957887828e+00,7.319226694493622176e+00,-8.091792731784945403e+00,3.153927187455408898e+00,0.000000000000000000e+00
5.100000000000003419e-01,6.877038017098586753e-01,-1.909775444528182264e+00,7.426796224921015543e+00,-7.579020149454979816e+00,3.169467084397669332e+00,0.000000000000000000e+00
5.150000000000003464e-01,7.251172438945314713e-01,-1.946370432327677591e+00,7.539127972300102343e+00,-7.057377764564215283e+00,3.183741654217855821e+00,0.000000000000000000e+00
5.200000000000003508e-01,7.631010547305432379e-01,-1.980333721029564842e+00,7.654687247003263195e+00,-6.526273485533865326e+00,3.196511179864493180e+00,0.000000000000000000e+00
5.250000000000003553e-01,8.016672646428559812e-01,-2.011617055947002353e+00,7.771813024404858439e+00,-5.985371430600642029e+00,3.207863257583206895e+00,0.000000000000000000e+00
5.300000000000003597e-01,8.408193432325996586e-01,-2.040171153434162665e+00,7.888744083930543383e+00,-5.434594557238275669e+00,3.217661826812722392e+00,0.000000000000000000e+00
5.350000000000003642e-01,8.805517041978652149e-01,-2.065946959178710074e+00,8.003621948312439116e+00,-4.874109812658322660e+00,3.225734950902679810e+00,0.000000000000000000e+00
5.400000000000003686e-01,9.208492564226931076e-01,-2.088896835850567069e+00,8.114506340330901679e+00,-4.304314601362765558e+00,3.232103281594479682e+00,0.000000000000000000e+00
5.450000000000003730e-01,9.616870692165514489e-01,-2.108975682626753834e+00,8.219405299807121423e+00,-3.725822958029095133e+00,3.236754379814169802e+00,0.000000000000000000e+00
5.500000000000003775e-01,1.003030165256622475e+00,-2.126141965650144794e+00,8.316295982712121670e+00,-3.139444142418712058e+00,3.239655818447136681e+00,0.000000000000000000e+00
5.550000000000003819e-01,1.044833422601066264e+00,-2.140358638073481146e+00,8.403147393094380746e+00,-2.546160026806013388e+00,3.240793713496012973e+00,0.000000000000000000e+00
5.600000000000003864e-01,1.087041597604238019e+00,-2.151593946264183987e+00,8.477945952976446264e+00,-1.947102280203776292e+00,3.240253271180171257e+00,0.000000000000000000e+00
5.650000000000003908e-01,1.129589487971203843e+00,-2.159822123344889988e+00,8.538725968338638950e+00,-1.343530152037696768e+00,5.000000000000000000e+00,0.000000000000000000e+00
5.700000000000003952e-01,1.172638041630773786e+00,-2.165068992794849212e+00,8.677963120355626003e+00,-7.531714502242472520e-01,5.000000000000000000e+00,0.000000000000000000e+00
5.750000000000003997e-01,1.216339845476684056e+00,-2.167334675183997028e+00,8.799638465004370858e+00,-1.513220626128727320e-01,5.000000000000000000e+00,0.000000000000000000e+00
5.800000000000004041e-01,1.260601309212214138e+00,-2.166565816960872581e+00,8.901448128897770928e+00,4.603591455864765036e-01,5.000000000000000000e+00,0.000000000000000000e+00
5.850000000000004086e-01,1.305317486196617471e+00,-2.162717627739258575e+00,8.981160385130328550e+00,1.080108857833964375e+00,5.000000000000000000e+00,0.000000000000000000e+00
